state,pollster,sponsor,start.date,end.date,entry.date.time..et.,number.of.observations,population,mode,biden,trump,biden_margin,other,undecided,url,include,note
CO,Public Policy Polling,,6/29/2020,6/30/2020,7/1/2020 14:17:00,840,rv,IVR/Text,56.0,39.0,17.0,,,https://endcitizensunited.org/wp-content/uploads/2020/07/ColoradoResults1.pdf,True,
--,IBD/TIPP,,6/27/2020,6/30/2020,7/1/2020 13:53:00,1005,rv,Online,48.0,40.0,8.0,,,https://www.investors.com/politics/joe-biden-lead-expands-over-president-donald-trump-coronavirus-protest-response/,True,
AZ,Data Orbital,,6/27/2020,6/29/2020,7/1/2020 12:13:00,600,lv,Live Phone,47.0,45.0,2.0,,,https://mcusercontent.com/5a280d25318f2afe3f311adb6/files/189fa6eb-fa30-4dc7-8305-646a398e155c/AZ_Statewide_Live_LV_Toplines_Public_063020.pdf,True,
--,YouGov,Economist,6/28/2020,6/30/2020,7/1/2020 9:55:00,1198,rv,Online,49.0,40.0,9.0,,,https://docs.cdn.yougov.com/k05rp8ded6/econTabReport.pdf,True,
WI,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,51.0,43.0,8.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,True,
PA,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,50.0,44.0,6.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,True,
NC,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,51.0,44.0,7.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,True,
MI,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,48.0,43.0,5.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,True,
FL,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,50.0,45.0,5.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,True,
AZ,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,51.0,44.0,7.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,True,
--,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,1663,lv,Online,47.0,40.0,7.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,True,
--,Morning Consult,,6/22/2020,6/28/2020,7/1/2020 8:48:00,28722,rv,Online,47.0,40.0,7.0,,,https://morningconsult.com/2020/07/01/voter-optimism-polling-right-direction-wrong-track/,True,
NC,East Carolina University,,6/22/2020,6/25/2020,6/30/2020 17:34:00,1149,rv,Online,45.0,44.0,1.0,,,https://surveyresearch-ecu.reportablenews.com/pr/presidential-and-senate-elections-remain-highly-competitive-in-battleground-north-carolina-cooper-continues-to-lead-forest-in-race-for-governor,True,
--,Suffolk University,,6/25/2020,6/29/2020,6/30/2020 14:16:00,1000,rv,Live Phone,46.0,37.0,9.0,11.0,6.0,https://www.usatoday.com/story/news/politics/elections/2020/06/30/poll-biden-widens-lead-but-trump-has-enthusiasm-edge/3234610001/,True,
--,Suffolk University,,6/25/2020,6/29/2020,6/30/2020 14:16:00,1000,rv,Live Phone,53.0,41.0,12.0,,,https://www.usatoday.com/story/news/politics/elections/2020/06/30/poll-biden-widens-lead-but-trump-has-enthusiasm-edge/3234610001/,True,
--,Pew Research Center,,6/16/2020,6/22/2020,6/30/2020 11:09:00,3577,rv,Online,54.0,44.0,10.0,2.0,,https://www.people-press.org/2020/06/30/publics-mood-turns-grim-trump-trails-biden-on-most-personal-traits-major-issues/,True,
NY,Siena College,,6/23/2020,6/25/2020,6/30/2020 9:41:00,806,rv,Live Phone,57.0,32.0,25.0,,,https://scri.siena.edu/wp-content/uploads/2020/06/SNY0620-Crosstabs_642642.pdf,True,
MO,Garin-Hart-Yang Research Group,,6/16/2020,6/22/2020,6/30/2020 9:40:00,800,lv,Online,48.0,46.0,2.0,,,https://moscout.com/s/Galloway-For-Governor-Recent-Polling-of-the-Presidential-and-Gubernatorial-Races-in-MO.pdf,True,
--,Optimus,,6/25/2020,6/27/2020,6/29/2020 21:05:00,1200,rv,Online,45.0,41.0,4.0,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-29-2020,True,
--,Optimus,,6/25/2020,6/27/2020,6/29/2020 21:05:00,903,lv,Online,41.0,31.0,10.0,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-29-2020,True,
PA,Susquehanna Polling & Research Inc.,FOX43,6/15/2020,6/23/2020,6/29/2020 14:07:00,715,lv,Live Phone/Online/Text,46.0,41.0,5.0,,,https://www.fox43.com/article/news/biden-leads-trump-by-five-points-in-fox43-susquehanna-polling-and-research-survey/521-3944bc02-f008-49d5-9318-76a5a5436611,True,
--,RMG Research,ScottRasmussen.com,6/25/2020,6/27/2020,6/29/2020 11:00:00,1200,rv,Online,47.0,39.0,8.0,,,https://scottrasmussen.com/biden-47-trump-39/,True,
GA,Public Policy Polling,,6/25/2020,6/26/2020,6/29/2020 9:22:00,734,rv,IVR/Text,49.0,45.0,4.0,,,https://www.nationaljournal.com/s/707865?unlock=FQZ9WISMGXW72NOC,True,
WI,Trafalgar Group,,6/23/2020,6/25/2020,6/28/2020 21:03:00,1021,lv,IVR,45.0,46.0,-1.0,,,https://drive.google.com/file/d/1F24BlPxjI_qqhY_aevu_2b0vDRTaJQHj/view,True,
--,Climate Nexus,,6/6/2020,6/11/2020,6/26/2020 13:51:00,9087,rv,Online,48.0,41.0,7.0,,,https://climatenexus.org/wp-content/uploads/2015/09/Climate-Nexus-National-Poll-Toplines-Climate-Change-Voter-Opinions-in-2020.pdf,True,
--,YouGov,Yahoo,6/24/2020,6/25/2020,6/26/2020 12:53:00,1244,rv,Online,47.0,39.0,8.0,,,https://docs.cdn.yougov.com/ove5ckbw84/20200626_yahoo_race_politics_crosstabs.pdf,True,
--,Marist College,,6/22/2020,6/24/2020,6/26/2020 12:13:00,1515,rv,Live Phone,52.0,44.0,8.0,,,http://maristpoll.marist.edu/wp-content/uploads/2020/06/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_2006251102.pdf,True,
--,Kaiser Family Foundation,,6/8/2020,6/14/2020,6/26/2020 11:25:00,1094,rv,Live Phone,51.0,38.0,13.0,,,http://files.kff.org/attachment/Topline-KFF-Health-Tracking-Poll-June-2020.pdf,True,
TX,Fox News/Beacon Research/Shaw & Co. Research,,6/20/2020,6/23/2020,6/25/2020 18:19:00,1001,rv,Live Phone,45.0,44.0,1.0,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_June-20-23-2020_Complete_Texas_Topline_June-25-Release.pdf,True,
NC,Fox News/Beacon Research/Shaw & Co. Research,,6/20/2020,6/23/2020,6/25/2020 18:19:00,1012,rv,Live Phone,47.0,45.0,2.0,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_June-20-23-2020_Complete_Texas_Topline_June-25-Release.pdf,True,
GA,Fox News/Beacon Research/Shaw & Co. Research,,6/20/2020,6/23/2020,6/25/2020 18:19:00,1012,rv,Live Phone,47.0,45.0,2.0,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_June-20-23-2020_Complete_Texas_Topline_June-25-Release.pdf,True,
FL,Fox News/Beacon Research/Shaw & Co. Research,,6/20/2020,6/23/2020,6/25/2020 18:19:00,1010,rv,Live Phone,49.0,40.0,9.0,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_June-20-23-2020_Complete_Texas_Topline_June-25-Release.pdf,True,
WI,Redfield & Wilton Strategies,,6/14/2020,6/19/2020,6/25/2020 12:22:00,724,lv,Online,45.0,36.0,9.0,,,https://redfieldandwiltonstrategies.com/latest-usa-swing-state-voting-intention-14-to-19-june/,True,
NC,Redfield & Wilton Strategies,,6/14/2020,6/17/2020,6/25/2020 12:22:00,812,lv,Online,46.0,40.0,6.0,,,https://redfieldandwiltonstrategies.com/latest-usa-swing-state-voting-intention-14-to-19-june/,True,
AZ,Redfield & Wilton Strategies,,6/14/2020,6/17/2020,6/25/2020 12:22:00,757,lv,Online,43.0,39.0,4.0,,,https://redfieldandwiltonstrategies.com/latest-usa-swing-state-voting-intention-14-to-19-june/,True,
MI,Redfield & Wilton Strategies,,6/14/2020,6/16/2020,6/25/2020 12:22:00,719,lv,Online,47.0,36.0,11.0,,,https://redfieldandwiltonstrategies.com/latest-usa-swing-state-voting-intention-14-to-19-june/,True,
PA,Redfield & Wilton Strategies,,6/14/2020,6/16/2020,6/25/2020 12:22:00,985,lv,Online,49.0,39.0,10.0,,,https://redfieldandwiltonstrategies.com/latest-usa-swing-state-voting-intention-14-to-19-june/,True,
FL,Redfield & Wilton Strategies,,6/14/2020,6/15/2020,6/25/2020 12:22:00,942,lv,Online,45.0,41.0,4.0,,,https://redfieldandwiltonstrategies.com/latest-usa-swing-state-voting-intention-14-to-19-june/,True,
MI,Hodas & Associates,,6/17/2020,6/20/2020,6/25/2020 10:08:00,600,lv,Live Phone,56.0,38.0,18.0,,,https://d3n8a8pro7vhmx.cloudfront.net/restoration/pages/448/attachments/original/1593026417/Banners_MI_June2020_06-22-2020_Crosstabs.pdf,True,
WI,Hodas & Associates,,6/12/2020,6/16/2020,6/25/2020 10:08:00,600,lv,Live Phone,55.0,39.0,16.0,,,https://d3n8a8pro7vhmx.cloudfront.net/restoration/pages/448/attachments/original/1593026417/Banners_MI_June2020_06-22-2020_Crosstabs.pdf,True,
PA,Hodas & Associates,,6/8/2020,6/11/2020,6/25/2020 10:08:00,600,lv,Live Phone,54.0,42.0,12.0,,,https://d3n8a8pro7vhmx.cloudfront.net/restoration/pages/448/attachments/original/1593026417/Banners_MI_June2020_06-22-2020_Crosstabs.pdf,True,
--,Hart Research Associates,,6/19/2020,6/22/2020,6/25/2020 9:13:00,800,rv,Live Phone,47.0,38.0,9.0,,,https://www.cnbc.com/2020/06/25/biden-leads-trump-on-all-issues-except-for-the-economy-according-to-the-cnbc-all-america-survey.html,True,
NC,NYT/Siena College,,6/8/2020,6/18/2020,6/25/2020 9:11:00,653,rv,Live Phone,49.0,40.0,9.0,,,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,True,
FL,NYT/Siena College,,6/8/2020,6/18/2020,6/25/2020 9:11:00,651,rv,Live Phone,47.0,41.0,6.0,,,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,True,
MI,NYT/Siena College,,6/8/2020,6/17/2020,6/25/2020 9:11:00,610,rv,Live Phone,47.0,36.0,11.0,,,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,True,
PA,NYT/Siena College,,6/8/2020,6/16/2020,6/25/2020 9:11:00,651,rv,Live Phone,50.0,40.0,10.0,,,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,True,
AZ,NYT/Siena College,,6/8/2020,6/16/2020,6/25/2020 9:11:00,650,rv,Live Phone,48.0,41.0,7.0,,,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,True,
WI,NYT/Siena College,,6/8/2020,6/15/2020,6/25/2020 9:11:00,655,rv,Live Phone,49.0,38.0,11.0,,,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,True,
--,Ipsos,Reuters,6/22/2020,6/23/2020,6/24/2020 17:27:00,934,rv,Online,47.0,37.0,10.0,,,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,True,
NC,Public Policy Polling,,6/22/2020,6/23/2020,6/24/2020 14:57:00,1157,rv,IVR/Text,48.0,46.0,2.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/06/NC62420Results.pdf,True,
OH,Quinnipiac University,,6/18/2020,6/22/2020,6/24/2020 14:56:00,1139,rv,Live Phone,46.0,45.0,1.0,,,https://poll.qu.edu/ohio/release-detail?ReleaseID=3665,True,
WI,Marquette University Law School,,6/14/2020,6/18/2020,6/24/2020 13:21:00,688,lv,Live Phone,50.0,44.0,6.0,3.0,2.0,https://law.marquette.edu/poll/wp-content/uploads/2020/08/MLSP62PressRelease.pdf,True,
--,YouGov,Economist,6/21/2020,6/23/2020,6/24/2020 10:06:00,1227,rv,Online,49.0,41.0,8.0,4.0,5.0,https://docs.cdn.yougov.com/cjd35jrh5o/econTabReport.pdf,True,
--,Morning Consult,,6/15/2020,6/21/2020,6/24/2020 9:20:00,30942,rv,Online,47.0,39.0,8.0,,,https://twitter.com/cameron_easley/status/1275777045981782017,True,
--,Data for Progress,,6/23/2020,6/23/2020,6/24/2020 9:09:00,721,rv,Online,50.0,44.0,6.0,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit,True,
--,Data for Progress,,6/23/2020,6/23/2020,6/24/2020 9:09:00,811,a,Online,52.0,43.0,9.0,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit,True,
--,NYT/Siena College,,6/17/2020,6/22/2020,6/24/2020 8:17:00,1337,rv,Live Phone,50.0,36.0,14.0,14.0,,https://www.nytimes.com/2020/06/24/us/politics/trump-biden-poll-nyt-upshot-siena-college.html,True,
--,Public Policy Polling,,6/19/2020,6/20/2020,6/23/2020 16:33:00,1013,rv,IVR/Text,52.0,43.0,9.0,,,https://www.protectourcare.org/wp-content/uploads/2020/06/NationalPOCMemoResultsJune20.pdf,True,
TX,Public Policy Polling,,6/18/2020,6/19/2020,6/23/2020 16:33:00,907,rv,IVR/Text,46.0,48.0,-2.0,,,https://progresstexas.org/sites/default/files/June%202020%20Progress%20Texas-PPP%20Poll.pdf,True,
--,Climate Nexus,,4/3/2020,4/7/2020,6/23/2020 16:32:00,3168,rv,Online,47.0,41.0,6.0,,,https://osf.io/rnj4f/,True,
--,Climate Nexus,,4/3/2020,4/7/2020,6/23/2020 16:32:00,3932,a,Online,42.0,37.0,5.0,,,https://osf.io/rnj4f/,True,
--,The Harris Poll,Harvard,6/17/2020,6/18/2020,6/22/2020 19:30:00,1452,lv,Online,56.0,44.0,12.0,,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/96f8852b-a896-41ba-82b0-1bd5e9aa064a/HHP_June20_pdf.pdf,True,
--,Echelon Insights,,6/12/2020,6/16/2020,6/22/2020 16:49:00,1000,lv,Live Phone,50.0,42.0,8.0,,,https://twitter.com/EchelonInsights/status/1275167543804788738?s=20,True,
--,Echelon Insights,,5/18/2020,5/20/2020,6/22/2020 16:48:00,1000,lv,Live Phone,51.0,42.0,9.0,,,https://twitter.com/EchelonInsights/status/1275167543804788738,True,
AL,FM3 Research,,5/14/2020,5/18/2020,6/22/2020 11:22:00,601,lv,Live Phone,39.0,52.0,-13.0,,,https://twitter.com/Robillard/status/1275071091417812994,True,
MI,Trafalgar Group,,6/16/2020,6/18/2020,6/22/2020 9:19:00,1011,lv,IVR,46.0,45.0,1.0,5.0,4.0,https://drive.google.com/file/d/1F4fied1xg_S7mIBdgHQHC1t98cYys2ez/view,True,
MN,Gravis Marketing,,6/19/2020,6/19/2020,6/20/2020 15:12:00,600,rv,IVR/Online,58.0,42.0,16.0,,,https://www.gravismarketing.com/wp-content/uploads/2020/06/Minnesota-June-19-2020.pdf,True,
--,SurveyMonkey,,6/12/2020,6/16/2020,6/20/2020 11:40:00,5666,a,Online,53.0,43.0,10.0,,,https://www.surveymonkey.com/curiosity/axios-trump-voters-protests/,True,
--,UCLA Nationscape,Democracy Fund,5/28/2020,6/10/2020,6/18/2020 22:19:00,10601,rv,Online,50.0,39.0,11.0,,,https://www.usatoday.com/story/news/politics/elections/2020/06/18/nationscape-survey-joe-biden-holds-11-point-lead-over-donald-trump/3212761001/,True,
NH,Saint Anselm College,,6/13/2020,6/16/2020,6/18/2020 18:51:00,1072,rv,Live Phone,49.0,42.0,7.0,,,https://www.anselm.edu/sites/default/files/Documents/NHIOP/Polls/June%202020%20Survey.pdf,True,
--,Fox News/Beacon Research/Shaw & Co. Research,,6/13/2020,6/16/2020,6/18/2020 18:50:00,1343,rv,Live Phone,50.0,38.0,12.0,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_June-13-16-2020_National_Topline_June-18-Release.pdf,True,
--,Optimus,,6/9/2020,6/16/2020,6/18/2020 16:03:00,686,lv,Online,50.0,44.0,6.0,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-18-2020https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-18-2020,True,
--,Optimus,,6/9/2020,6/16/2020,6/18/2020 16:03:00,783,a,Online,42.0,37.0,5.0,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-18-2020,True,
--,Quinnipiac University,,6/11/2020,6/15/2020,6/18/2020 16:02:00,1332,rv,Live Phone,49.0,41.0,8.0,,,https://poll.qu.edu/national/release-detail?ReleaseID=3664,True,
KY,Civiqs,Daily Kos,6/13/2020,6/15/2020,6/18/2020 13:10:00,898,rv,Online,37.0,57.0,-20.0,,,http://filesforprogress.org/datasets/2020/6/ky/Civiqs_DataforProgress_KY_banner_book_2020_06.pdf,True,
--,Ipsos,Reuters,5/18/2020,5/24/2020,6/17/2020 17:53:00,4763,rv,Online,46.0,39.0,7.0,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-06/2020_reuters_tracking_-_core_political_presidential_approval_tracker_06_17_2020.pdf,True,
--,Ipsos,Reuters,6/10/2020,6/16/2020,6/17/2020 15:39:00,3768,lv,Online,48.0,35.0,13.0,,,https://www.reuters.com/article/us-usa-election-poll/biden-opens-13-point-advantage-as-trump-popularity-drops-to-seven-month-low-reuters-ipsos-poll-idUSKBN23O1GX,True,
AZ,Change Research,,6/12/2020,6/14/2020,6/17/2020 15:37:00,400,lv,Online,45.0,44.0,1.0,,,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,True,
NC,Change Research,,6/12/2020,6/14/2020,6/17/2020 15:37:00,400,lv,Online,47.0,45.0,2.0,,,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,True,
MI,Change Research,,6/12/2020,6/14/2020,6/17/2020 15:37:00,400,lv,Online,47.0,45.0,2.0,,,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,True,
WI,Change Research,,6/12/2020,6/14/2020,6/17/2020 15:37:00,400,lv,Online,48.0,44.0,4.0,,,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,True,
PA,Change Research,,6/12/2020,6/14/2020,6/17/2020 15:37:00,400,lv,Online,49.0,46.0,3.0,,,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,True,
FL,Change Research,,6/12/2020,6/14/2020,6/17/2020 15:37:00,400,lv,Online,50.0,43.0,7.0,,,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,True,
--,Change Research,,6/12/2020,6/14/2020,6/17/2020 15:37:00,1250,lv,Online,51.0,41.0,10.0,,,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,True,
--,YouGov,Economist,6/14/2020,6/16/2020,6/17/2020 9:37:00,1158,rv,Online,50.0,41.0,9.0,3.0,4.0,https://docs.cdn.yougov.com/vgqowgynze/econTabReport.pdf,True,
MS,Millsaps College,Chism Strategies,6/2/2020,6/4/2020,6/16/2020 20:18:00,568,lv,Live Phone,41.0,50.0,-9.0,6.0,3.0,https://projects.fivethirtyeight.com/polls/20200616_MS.pdf,True,
AZ,Civiqs,,6/13/2020,6/15/2020,6/16/2020 12:07:00,1368,rv,Online,49.0,45.0,4.0,,,https://civiqs.com/documents/Civiqs_DailyKos_AZ_banner_book_2020_06_gh368w.pdf,True,
GA,Public Policy Polling,,6/12/2020,6/13/2020,6/16/2020 12:06:00,661,rv,IVR/Text,48.0,46.0,2.0,,,https://assets.documentcloud.org/documents/6945877/GeorgiaResults1-1.pdf,True,
NM,Public Policy Polling,,6/12/2020,6/13/2020,6/16/2020 12:06:00,740,rv,IVR/Text,53.0,39.0,14.0,,,https://nmpoliticalreport.com/2020/06/16/poll-biden-lujan-lead-in-new-mexico-after-primaries/,True,
MI,TIPP,,6/9/2020,6/12/2020,6/16/2020 12:05:00,859,lv,Online,51.0,38.0,13.0,,,https://kittyhawk.amgreatness.com/app/uploads/2020/06/Michigan-Crosstabs-June-2020-1.pdf,True,
MI,TIPP,,6/9/2020,6/12/2020,6/16/2020 12:05:00,907,rv,Online,50.0,37.0,13.0,,,https://kittyhawk.amgreatness.com/app/uploads/2020/06/Michigan-Crosstabs-June-2020-1.pdf,True,
FL,TIPP,,6/9/2020,6/11/2020,6/16/2020 12:03:00,875,lv,Online,51.0,40.0,11.0,,,https://kittyhawk.amgreatness.com/app/uploads/2020/06/Florida-Crosstabs-June-2020-1.pdf,True,
FL,TIPP,,6/9/2020,6/11/2020,6/16/2020 12:03:00,910,rv,Online,50.0,40.0,10.0,,,https://kittyhawk.amgreatness.com/app/uploads/2020/06/Florida-Crosstabs-June-2020-1.pdf,True,
--,NORC,,5/21/2020,6/5/2020,6/16/2020 12:03:00,3504,a,Live Phone,40.0,32.0,8.0,,,https://www.aei.org/wp-content/uploads/2020/06/AEI-COVID-19-and-American-Life-Survey-Topline.pdf,True,
MI,EPIC-MRA,,5/31/2020,6/4/2020,6/16/2020 12:02:00,600,lv,Live Phone,55.0,39.0,16.0,,,https://www.freep.com/story/news/politics/elections/2020/06/16/michigan-poll-biden-trump/3190077001/,True,
IA,Selzer & Co.,Des Moines Register,6/7/2020,6/10/2020,6/15/2020 19:21:00,674,lv,Live Phone,43.0,44.0,-1.0,,,https://www.desmoinesregister.com/story/news/politics/iowa-poll/2020/06/15/iowa-poll-donald-trump-leads-joe-biden-1-point/3178743001/,True,
--,Morning Consult,,6/6/2020,6/14/2020,6/15/2020 17:09:00,32138,rv,Online,48.0,39.0,9.0,,,https://morningconsult.com/2020/06/15/biden-trump-polling-lead-coronavirus-protests/,True,
--,Optimus,,6/6/2020,6/13/2020,6/15/2020 17:09:00,742,lv,Online,52.0,43.0,9.0,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-15-2020,True,
--,Optimus,,6/6/2020,6/13/2020,6/15/2020 17:09:00,849,a,Online,43.0,34.0,9.0,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-15-2020,True,
--,RMG Research,ScottRasmussen.com,6/11/2020,6/13/2020,6/15/2020 16:55:00,1200,rv,Online,48.0,36.0,12.0,,,https://justthenews.com/sites/default/files/2020-06/2020-06-15%20JTN%20Poll%20CROSSTABS.pdf,True,
--,Abacus Data,,6/11/2020,6/13/2020,6/15/2020 10:35:00,1004,lv,Online,51.0,41.0,10.0,,,https://abacusdata.ca/biden_trump_2020_abacus-data/,True,
--,Abacus Data,,6/11/2020,6/13/2020,6/15/2020 10:35:00,1224,rv,Online,49.0,35.0,14.0,,,https://abacusdata.ca/biden_trump_2020_abacus-data/,True,
MO,Remington Research Group,,6/10/2020,6/11/2020,6/13/2020 10:25:00,1152,lv,IVR,43.0,51.0,-8.0,,,https://moscout.com/s/MOSCOUT-STATEWIDE-DECK-061220.pptx,True,
--,Redfield & Wilton Strategies,,6/8/2020,6/9/2020,6/11/2020 17:36:00,1500,lv,Online,50.0,37.0,13.0,2.0,10.0,https://redfieldandwiltonstrategies.com/latest-usa-voting-intention-8-and-9-june/,True,
--,Optimus,,6/2/2020,6/9/2020,6/11/2020 17:35:00,762,lv,Online,53.0,42.0,11.0,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-11-2020,True,
--,Optimus,,6/2/2020,6/9/2020,6/11/2020 17:35:00,855,a,Online,43.0,32.0,11.0,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-11-2020,True,
FL,Cygnal,,5/18/2020,5/30/2020,6/11/2020 15:05:00,881,lv,Online,47.0,44.0,3.0,,,https://www.cygn.al/florida-voters-overwhelmingly-blame-china-for-the-spread-of-covid-19/,True,
GA,TargetSmart/Dynata,,5/21/2020,5/27/2020,6/11/2020 15:04:00,321,rv,Live Phone/Online,40.0,44.0,-4.0,,,https://insights.targetsmart.com/Analysis/covid_may_2020_survey_georgia/TSPolling_COVID19_Elections_GA_FIQ_06_03_2020.pdf,True,
--,YouGov,Yahoo,6/9/2020,6/10/2020,6/11/2020 11:01:00,1288,rv,Online,49.0,40.0,9.0,4.0,6.0,https://docs.cdn.yougov.com/86ijosd7cy/20200611_yahoo_race_police_covid_crosstabs.pdf,True,
--,Ipsos,Reuters,6/8/2020,6/9/2020,6/9/2020 22:50:00,931,rv,Online,46.0,38.0,8.0,,,https://twitter.com/Cmkahn/status/1270477068019605505,True,
--,MSR Group,,6/7/2020,6/7/2020,6/9/2020 22:48:00,855,rv,Online,46.0,39.0,7.0,,,https://projects.fivethirtyeight.com/polls/20200609_National_1.pdf,True,
MI,Kiaer Research,,5/31/2020,6/7/2020,6/9/2020 22:46:00,543,lv,IVR/Online,50.0,35.0,15.0,,,https://static1.squarespace.com/static/5e111a934eae7b3046095283/t/5edfa962ec4d69061a960910/1591716195220/Kiaer+Research+Poll+May-June+2020+-+Press+Release.pdf,True,
--,Data for Progress,,6/2/2020,6/2/2020,6/9/2020 22:45:00,688,rv,Online,54.0,40.0,14.0,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit#gid=0,True,
--,Data for Progress,,6/2/2020,6/2/2020,6/9/2020 22:45:00,797,a,Online,52.0,42.0,10.0,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit#gid=0,True,
--,Data for Progress,,5/26/2020,5/26/2020,6/9/2020 22:44:00,688,rv,Online,50.0,46.0,4.0,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit#gid=0,True,
--,Data for Progress,,5/26/2020,5/26/2020,6/9/2020 22:44:00,778,a,Online,51.0,43.0,8.0,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit#gid=0,True,
--,YouGov,Economist,6/7/2020,6/9/2020,6/9/2020 13:17:00,1241,rv,Online,49.0,41.0,8.0,3.0,5.0,https://docs.cdn.yougov.com/ngcg634q9k/econTabReport.pdf,True,
IA,Civiqs,Daily Kos,6/6/2020,6/8/2020,6/9/2020 11:23:00,865,rv,Online,46.0,46.0,0.0,3.0,3.0,https://civiqs.com/documents/Civiqs_DailyKos_IA_banner_book_2020_06_ony3r9.pdf,True,
KY,RMG Research,U.S. Term Limits,5/21/2020,5/24/2020,6/9/2020 11:22:00,500,rv,Online,36.0,53.0,-17.0,,,https://www.termlimits.com/mcgrath/,True,
TN,SSRS,,5/2/2020,5/22/2020,6/9/2020 11:21:00,1000,rv,Live Phone,42.0,51.0,-9.0,,,https://www.vanderbilt.edu/csdi/2020_Spring_topline.pdf,True,
--,Morning Consult,,6/1/2020,6/7/2020,6/9/2020 9:25:00,32380,rv,Online,47.0,39.0,8.0,,,https://morningconsult.com/2020/06/08/2020-biden-trump-floyd-protests/,True,
--,Optimus,,5/30/2020,6/6/2020,6/9/2020 9:24:00,787,lv,Online,53.0,42.0,11.0,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-08-2020,True,
